dniSocio,fechaInicio,fechaFin,idTipoMembresia,idMedioPago
44962483,2025-12-19,2026-01-19,3,1
44962483,2026-01-19,2026-02-19,3,2
44962483,2026-02-19,2026-03-19,3,3
44962483,2026-03-19,2026-04-19,3,2
44962483,2026-04-19,2026-05-19,3,2
44962483,2026-05-19,2026-06-19,3,2
44962483,2026-06-19,2026-07-19,3,4
44962483,2026-07-19,2026-08-19,3,4
31083433,2025-12-04,2026-01-04,1,4
31083433,2026-01-04,2026-02-04,1,4
31083433,2026-02-04,2026-03-04,1,2
31083433,2026-03-04,2026-04-04,1,3
40058520,2026-01-03,2026-02-03,1,3
30605668,2026-01-02,2026-02-02,1,2
30605668,2026-02-02,2026-03-02,1,4
33188844,2026-07-04,2026-08-04,1,3
33188844,2026-08-04,2026-09-04,1,1
31060603,2026-01-05,2026-02-05,1,1
31060603,2026-02-05,2026-03-05,1,3
31060603,2026-03-05,2026-04-05,1,4
31060603,2026-04-05,2026-05-05,1,4
31060603,2026-05-05,2026-06-05,1,1
31060603,2026-06-05,2026-07-05,1,4
31060603,2026-07-05,2026-08-05,1,2
31060603,2026-08-05,2026-09-05,1,2
30601612,2026-01-03,2026-02-03,1,3
30601612,2026-02-03,2026-03-03,1,2
30601612,2026-03-03,2026-04-03,1,2
30601612,2026-04-03,2026-05-03,1,1
30601612,2026-05-03,2026-06-03,1,3
30601612,2026-06-03,2026-07-03,1,2
30601612,2026-07-03,2026-08-03,1,2
30601612,2026-08-03,2026-09-03,1,2
35745471,2026-02-07,2026-03-07,2,2
35745471,2026-03-07,2026-04-07,2,2
35745471,2026-04-07,2026-05-07,2,2
35745471,2026-05-07,2026-06-07,2,1
35745471,2026-06-07,2026-07-07,2,2
35745471,2026-07-07,2026-08-07,2,2
35745471,2026-08-07,2026-09-07,2,3
42937942,2026-01-19,2026-02-19,1,4
42937942,2026-02-19,2026-03-19,1,2
38351164,2026-04-06,2026-05-06,1,4
31670474,2026-01-05,2026-02-05,1,4
43013693,2026-01-10,2026-02-10,1,2
43013693,2026-02-10,2026-03-10,1,3
43013693,2026-03-10,2026-04-10,1,3
43013693,2026-04-10,2026-05-10,1,2
43013693,2026-05-10,2026-06-10,1,4
43013693,2026-06-10,2026-07-10,1,3
43013693,2026-07-10,2026-08-10,1,3
31886111,2025-11-10,2025-12-10,2,2
31886111,2025-12-10,2026-01-10,2,2
31886111,2026-01-10,2026-02-10,2,4
31886111,2026-02-10,2026-03-10,2,1
31886111,2026-03-10,2026-04-10,2,2
42250525,2026-01-20,2026-02-20,1,2
42250525,2026-02-20,2026-03-20,1,3
42250525,2026-03-20,2026-04-20,1,4
42250525,2026-04-20,2026-05-20,1,2
42250525,2026-05-20,2026-06-20,1,3
42250525,2026-06-20,2026-07-20,1,2
42044402,2026-04-10,2026-05-10,1,3
42483063,2026-01-07,2026-02-07,1,3
42483063,2026-02-07,2026-03-07,1,4
42483063,2026-03-07,2026-04-07,1,3
35563244,2026-03-02,2026-04-02,3,4
35563244,2026-04-02,2026-05-02,3,4
35563244,2026-05-02,2026-06-02,3,3
35563244,2026-06-02,2026-07-02,3,2
35563244,2026-07-02,2026-08-02,3,2
35563244,2026-08-02,2026-09-02,3,3
35505962,2025-12-10,2026-01-10,1,2
43797588,2025-11-04,2025-12-04,1,1
43797588,2025-12-04,2026-01-04,1,2
43797588,2026-01-04,2026-02-04,1,2
43797588,2026-02-04,2026-03-04,1,2
43797588,2026-03-04,2026-04-04,1,2
43797588,2026-04-04,2026-05-04,1,3
39780814,2025-11-12,2025-12-12,1,2
39780814,2025-12-12,2026-01-12,1,3
39780814,2026-01-12,2026-02-12,1,2
39780814,2026-02-12,2026-03-12,1,2
39780814,2026-03-12,2026-04-12,1,3
39780814,2026-04-12,2026-05-12,1,2
39780814,2026-05-12,2026-06-12,1,4
39780814,2026-06-12,2026-07-12,1,3
39780814,2026-07-12,2026-08-12,1,2
33220726,2026-01-07,2026-02-07,1,2
33533977,2026-02-20,2026-03-20,1,2
33533977,2026-03-20,2026-04-20,1,3
33533977,2026-04-20,2026-05-20,1,1
33533977,2026-05-20,2026-06-20,1,2
33533977,2026-06-20,2026-07-20,1,3
33533977,2026-07-20,2026-08-20,1,3
44220085,2026-01-05,2026-02-05,3,4
44220085,2026-02-05,2026-03-05,3,1
44220085,2026-03-05,2026-04-05,3,2
44220085,2026-04-05,2026-05-05,3,2
44220085,2026-05-05,2026-06-05,3,4
44220085,2026-06-05,2026-07-05,3,3
44220085,2026-07-05,2026-08-05,3,4
44220085,2026-08-05,2026-09-05,3,2
40089551,2026-01-15,2026-02-15,2,1
40089551,2026-02-15,2026-03-15,2,4
40089551,2026-03-15,2026-04-15,2,2
40089551,2026-04-15,2026-05-15,2,2
40089551,2026-05-15,2026-06-15,2,3
40089551,2026-06-15,2026-07-15,2,2
40089551,2026-07-15,2026-08-15,2,2
35579881,2026-01-21,2026-02-21,2,3
35579881,2026-02-21,2026-03-21,2,2
35579881,2026-03-21,2026-04-21,2,4
35579881,2026-04-21,2026-05-21,2,4
44674576,2026-03-29,2026-04-29,2,2
44674576,2026-04-29,2026-05-29,2,2
44674576,2026-05-29,2026-06-29,2,4
44674576,2026-06-29,2026-07-29,2,2
44674576,2026-07-29,2026-08-29,2,2
39005282,2026-02-10,2026-03-10,1,1
39005282,2026-03-10,2026-04-10,1,2
39005282,2026-04-10,2026-05-10,1,4
39005282,2026-05-10,2026-06-10,1,2
39005282,2026-06-10,2026-07-10,1,2
39005282,2026-07-10,2026-08-10,1,3
47775011,2026-03-01,2026-04-01,1,4
47775011,2026-04-01,2026-05-01,1,3
47775011,2026-05-01,2026-06-01,1,3
47775011,2026-06-01,2026-07-01,1,2
47775011,2026-07-01,2026-08-01,1,3
47775011,2026-08-01,2026-09-01,1,2
30008181,2026-01-19,2026-02-19,3,2
30008181,2026-02-19,2026-03-19,3,2
46988479,2026-04-03,2026-05-03,1,1
46988479,2026-05-03,2026-06-03,1,1
46988479,2026-06-03,2026-07-03,1,2
46988479,2026-07-03,2026-08-03,1,4
46988479,2026-08-03,2026-09-03,1,1
41472576,2026-02-03,2026-03-03,3,4
41472576,2026-03-03,2026-04-03,3,2
41472576,2026-04-03,2026-05-03,3,3
39143728,2025-10-30,2025-11-30,2,2
39143728,2025-11-30,2025-12-30,2,2
39143728,2025-12-30,2026-01-30,2,3
39143728,2026-01-30,2026-02-28,2,2
39143728,2026-02-28,2026-03-28,2,3
39143728,2026-03-28,2026-04-28,2,3
39143728,2026-04-28,2026-05-28,2,3
39143728,2026-05-28,2026-06-28,2,2
39143728,2026-06-28,2026-07-28,2,2
39143728,2026-07-28,2026-08-28,2,2
30498521,2026-01-12,2026-02-12,3,1
30498521,2026-02-12,2026-03-12,3,2
30498521,2026-03-12,2026-04-12,3,3
30498521,2026-04-12,2026-05-12,3,4
30498521,2026-05-12,2026-06-12,3,4
30498521,2026-06-12,2026-07-12,3,4
30498521,2026-07-12,2026-08-12,3,2
37894239,2026-03-17,2026-04-17,3,4
37894239,2026-04-17,2026-05-17,3,4
37894239,2026-05-17,2026-06-17,3,2
43412266,2026-05-05,2026-06-05,1,4
43412266,2026-06-05,2026-07-05,1,2
43412266,2026-07-05,2026-08-05,1,2
47954493,2026-01-10,2026-02-10,3,4
47954493,2026-02-10,2026-03-10,3,3
47954493,2026-03-10,2026-04-10,3,3
47954493,2026-04-10,2026-05-10,3,4
47954493,2026-05-10,2026-06-10,3,3
47954493,2026-06-10,2026-07-10,3,4
47954493,2026-07-10,2026-08-10,3,1
43323619,2026-06-09,2026-07-09,1,3
43323619,2026-07-09,2026-08-09,1,2
44883900,2026-01-08,2026-02-08,2,3
44883900,2026-02-08,2026-03-08,2,2
44883900,2026-03-08,2026-04-08,2,3
44883900,2026-04-08,2026-05-08,2,4
44883900,2026-05-08,2026-06-08,2,1
44883900,2026-06-08,2026-07-08,2,2
44883900,2026-07-08,2026-08-08,2,4
48996750,2026-01-08,2026-02-08,2,2
48996750,2026-02-08,2026-03-08,2,3
48996750,2026-03-08,2026-04-08,2,2
34856327,2026-01-16,2026-02-16,1,1
34856327,2026-02-16,2026-03-16,1,2
34856327,2026-03-16,2026-04-16,1,2
34856327,2026-04-16,2026-05-16,1,1
34856327,2026-05-16,2026-06-16,1,4
34856327,2026-06-16,2026-07-16,1,4
34856327,2026-07-16,2026-08-16,1,4
39013537,2026-02-10,2026-03-10,1,3
31841068,2026-05-08,2026-06-08,2,2
33199156,2026-02-08,2026-03-08,1,2
33199156,2026-03-08,2026-04-08,1,3
33199156,2026-04-08,2026-05-08,1,2
33199156,2026-05-08,2026-06-08,1,3
33199156,2026-06-08,2026-07-08,1,2
47245217,2026-02-08,2026-03-08,1,2
47245217,2026-03-08,2026-04-08,1,3
47245217,2026-04-08,2026-05-08,1,1
47245217,2026-05-08,2026-06-08,1,2
47245217,2026-06-08,2026-07-08,1,2
47245217,2026-07-08,2026-08-08,1,2
40000902,2026-01-07,2026-02-07,1,2
40000902,2026-02-07,2026-03-07,1,2
40000902,2026-03-07,2026-04-07,1,4
40000902,2026-04-07,2026-05-07,1,2
40000902,2026-05-07,2026-06-07,1,2
40000902,2026-06-07,2026-07-07,1,2
40000902,2026-07-07,2026-08-07,1,2
40000902,2026-08-07,2026-09-07,1,2
32584391,2026-02-14,2026-03-14,1,1
32584391,2026-03-14,2026-04-14,1,3
32584391,2026-04-14,2026-05-14,1,2
32584391,2026-05-14,2026-06-14,1,4
32584391,2026-06-14,2026-07-14,1,2
32584391,2026-07-14,2026-08-14,1,3
43123939,2026-01-01,2026-02-01,1,2
43123939,2026-02-01,2026-03-01,1,3
43123939,2026-03-01,2026-04-01,1,4
43123939,2026-04-01,2026-05-01,1,3
43123939,2026-05-01,2026-06-01,1,2
43123939,2026-06-01,2026-07-01,1,4
43123939,2026-07-01,2026-08-01,1,2
43123939,2026-08-01,2026-09-01,1,2
47148890,2026-03-04,2026-04-04,2,3
47148890,2026-04-04,2026-05-04,2,2
47148890,2026-05-04,2026-06-04,2,2
47148890,2026-06-04,2026-07-04,2,4
47148890,2026-07-04,2026-08-04,2,3
47148890,2026-08-04,2026-09-04,2,1
38124201,2026-02-10,2026-03-10,1,2
38124201,2026-03-10,2026-04-10,1,3
38124201,2026-04-10,2026-05-10,1,2
38124201,2026-05-10,2026-06-10,1,1
38124201,2026-06-10,2026-07-10,1,3
38124201,2026-07-10,2026-08-10,1,3
42998600,2026-04-30,2026-05-30,1,1
30468435,2026-02-09,2026-03-09,1,2
30468435,2026-03-09,2026-04-09,1,3
30468435,2026-04-09,2026-05-09,1,2
30468435,2026-05-09,2026-06-09,1,4
45084852,2026-04-20,2026-05-20,1,4
45084852,2026-05-20,2026-06-20,1,3
45177812,2026-03-20,2026-04-20,1,1
46154567,2026-01-03,2026-02-03,3,4
46154567,2026-02-03,2026-03-03,3,2
46154567,2026-03-03,2026-04-03,3,4
46154567,2026-04-03,2026-05-03,3,1
46154567,2026-05-03,2026-06-03,3,4
46154567,2026-06-03,2026-07-03,3,4
46154567,2026-07-03,2026-08-03,3,2
46154567,2026-08-03,2026-09-03,3,4
43041805,2026-04-01,2026-05-01,1,2
43041805,2026-05-01,2026-06-01,1,2
43041805,2026-06-01,2026-07-01,1,2
43041805,2026-07-01,2026-08-01,1,2
48317455,2026-01-18,2026-02-18,1,4
48317455,2026-02-18,2026-03-18,1,2
48317455,2026-03-18,2026-04-18,1,1
48317455,2026-04-18,2026-05-18,1,1
48317455,2026-05-18,2026-06-18,1,4
48317455,2026-06-18,2026-07-18,1,4
48317455,2026-07-18,2026-08-18,1,3
31832850,2026-02-12,2026-03-12,3,4
31832850,2026-03-12,2026-04-12,3,1
31832850,2026-04-12,2026-05-12,3,2
31832850,2026-05-12,2026-06-12,3,3
31832850,2026-06-12,2026-07-12,3,3
31832850,2026-07-12,2026-08-12,3,4
33259339,2026-05-20,2026-06-20,2,3
33259339,2026-06-20,2026-07-20,2,4
33259339,2026-07-20,2026-08-20,2,1
33302479,2025-11-08,2025-12-08,1,3
33302479,2025-12-08,2026-01-08,1,2
33302479,2026-01-08,2026-02-08,1,2
33302479,2026-02-08,2026-03-08,1,2
33302479,2026-03-08,2026-04-08,1,2
33302479,2026-04-08,2026-05-08,1,2
33302479,2026-05-08,2026-06-08,1,2
33302479,2026-06-08,2026-07-08,1,2
33302479,2026-07-08,2026-08-08,1,4
41747096,2026-01-08,2026-02-08,1,1
41747096,2026-02-08,2026-03-08,1,2
41747096,2026-03-08,2026-04-08,1,3
41747096,2026-04-08,2026-05-08,1,3
41747096,2026-05-08,2026-06-08,1,2
41747096,2026-06-08,2026-07-08,1,3
41747096,2026-07-08,2026-08-08,1,3
35453371,2026-01-20,2026-02-20,1,1
35453371,2026-02-20,2026-03-20,1,1
35453371,2026-03-20,2026-04-20,1,3
35453371,2026-04-20,2026-05-20,1,3
35453371,2026-05-20,2026-06-20,1,2
35453371,2026-06-20,2026-07-20,1,2
35453371,2026-07-20,2026-08-20,1,3
41350266,2026-01-26,2026-02-26,2,3
41350266,2026-02-26,2026-03-26,2,2
41350266,2026-03-26,2026-04-26,2,3
41350266,2026-04-26,2026-05-26,2,2
41350266,2026-05-26,2026-06-26,2,3
34403713,2026-01-01,2026-02-01,2,2
34403713,2026-02-01,2026-03-01,2,2
34403713,2026-03-01,2026-04-01,2,2
34403713,2026-04-01,2026-05-01,2,2
34403713,2026-05-01,2026-06-01,2,4
34403713,2026-06-01,2026-07-01,2,4
34403713,2026-07-01,2026-08-01,2,4
34403713,2026-08-01,2026-09-01,2,3
45671152,2026-02-06,2026-03-06,2,1
45671152,2026-03-06,2026-04-06,2,3
45671152,2026-04-06,2026-05-06,2,2
45671152,2026-05-06,2026-06-06,2,4
45671152,2026-06-06,2026-07-06,2,2
45671152,2026-07-06,2026-08-06,2,2
45671152,2026-08-06,2026-09-06,2,4
40497011,2026-01-11,2026-02-11,1,4
40497011,2026-02-11,2026-03-11,1,4
40497011,2026-03-11,2026-04-11,1,2
40497011,2026-04-11,2026-05-11,1,2
40497011,2026-05-11,2026-06-11,1,2
39442872,2025-10-06,2025-11-06,1,3
39442872,2025-11-06,2025-12-06,1,1
39442872,2025-12-06,2026-01-06,1,2
39442872,2026-01-06,2026-02-06,1,2
39442872,2026-02-06,2026-03-06,1,4
39442872,2026-03-06,2026-04-06,1,2
39442872,2026-04-06,2026-05-06,1,2
39442872,2026-05-06,2026-06-06,1,3
43146340,2026-01-09,2026-02-09,1,2
43146340,2026-02-09,2026-03-09,1,2
43146340,2026-03-09,2026-04-09,1,2
43146340,2026-04-09,2026-05-09,1,4
43146340,2026-05-09,2026-06-09,1,2
43146340,2026-06-09,2026-07-09,1,4
43146340,2026-07-09,2026-08-09,1,2
43790433,2026-04-06,2026-05-06,1,4
43790433,2026-05-06,2026-06-06,1,3
43790433,2026-06-06,2026-07-06,1,4
43790433,2026-07-06,2026-08-06,1,1
43790433,2026-08-06,2026-09-06,1,3
33831536,2026-02-10,2026-03-10,1,3
33831536,2026-03-10,2026-04-10,1,4
48690393,2026-02-02,2026-03-02,1,3
45531687,2026-01-06,2026-02-06,1,2
45531687,2026-02-06,2026-03-06,1,2
38693174,2026-03-01,2026-04-01,1,3
38693174,2026-04-01,2026-05-01,1,2
38693174,2026-05-01,2026-06-01,1,4
38693174,2026-06-01,2026-07-01,1,3
38693174,2026-07-01,2026-08-01,1,2
38693174,2026-08-01,2026-09-01,1,1
43365243,2026-05-08,2026-06-08,1,3
43365243,2026-06-08,2026-07-08,1,2
43365243,2026-07-08,2026-08-08,1,3
47355282,2026-06-05,2026-07-05,3,2
47355282,2026-07-05,2026-08-05,3,2
47355282,2026-08-05,2026-09-05,3,2
43621615,2025-11-03,2025-12-03,2,4
30907914,2026-02-18,2026-03-18,1,4
30907914,2026-03-18,2026-04-18,1,4
46529533,2025-12-07,2026-01-07,1,2
46529533,2026-01-07,2026-02-07,1,3
46529533,2026-02-07,2026-03-07,1,3
46529533,2026-03-07,2026-04-07,1,2
46529533,2026-04-07,2026-05-07,1,2
46529533,2026-05-07,2026-06-07,1,2
46529533,2026-06-07,2026-07-07,1,3
46529533,2026-07-07,2026-08-07,1,1
46529533,2026-08-07,2026-09-07,1,3
48184474,2026-02-16,2026-03-16,1,1
48184474,2026-03-16,2026-04-16,1,3
30652764,2026-04-15,2026-05-15,1,2
35648176,2026-01-05,2026-02-05,1,2
35648176,2026-02-05,2026-03-05,1,3
32080077,2026-02-09,2026-03-09,1,2
32080077,2026-03-09,2026-04-09,1,2
32080077,2026-04-09,2026-05-09,1,1
32080077,2026-05-09,2026-06-09,1,4
32080077,2026-06-09,2026-07-09,1,3
32080077,2026-07-09,2026-08-09,1,3
46800262,2026-01-22,2026-02-22,1,2
46800262,2026-02-22,2026-03-22,1,3
46800262,2026-03-22,2026-04-22,1,2
46800262,2026-04-22,2026-05-22,1,2
46800262,2026-05-22,2026-06-22,1,2
46800262,2026-06-22,2026-07-22,1,3
46800262,2026-07-22,2026-08-22,1,4
45386259,2026-02-06,2026-03-06,2,3
45386259,2026-03-06,2026-04-06,2,2
45386259,2026-04-06,2026-05-06,2,2
45386259,2026-05-06,2026-06-06,2,2
45386259,2026-06-06,2026-07-06,2,1
45386259,2026-07-06,2026-08-06,2,1
45386259,2026-08-06,2026-09-06,2,4
37537382,2026-02-02,2026-03-02,3,3
37537382,2026-03-02,2026-04-02,3,3
37537382,2026-04-02,2026-05-02,3,3
37537382,2026-05-02,2026-06-02,3,3
37537382,2026-06-02,2026-07-02,3,2
37537382,2026-07-02,2026-08-02,3,3
37537382,2026-08-02,2026-09-02,3,2
36703108,2026-03-17,2026-04-17,1,2
36703108,2026-04-17,2026-05-17,1,3
36703108,2026-05-17,2026-06-17,1,2
36703108,2026-06-17,2026-07-17,1,2
36703108,2026-07-17,2026-08-17,1,2
38617107,2025-12-05,2026-01-05,1,3
38617107,2026-01-05,2026-02-05,1,2
38617107,2026-02-05,2026-03-05,1,2
38617107,2026-03-05,2026-04-05,1,4
34624492,2026-01-07,2026-02-07,2,4
34624492,2026-02-07,2026-03-07,2,3
34624492,2026-03-07,2026-04-07,2,2
34624492,2026-04-07,2026-05-07,2,3
34624492,2026-05-07,2026-06-07,2,3
34624492,2026-06-07,2026-07-07,2,4
34624492,2026-07-07,2026-08-07,2,4
34624492,2026-08-07,2026-09-07,2,2
35091662,2026-01-08,2026-02-08,2,2
35091662,2026-02-08,2026-03-08,2,3
35091662,2026-03-08,2026-04-08,2,2
35091662,2026-04-08,2026-05-08,2,2
35091662,2026-05-08,2026-06-08,2,2
35091662,2026-06-08,2026-07-08,2,2
35091662,2026-07-08,2026-08-08,2,2
38945107,2026-01-24,2026-02-24,1,3
38945107,2026-02-24,2026-03-24,1,3
38945107,2026-03-24,2026-04-24,1,2
38945107,2026-04-24,2026-05-24,1,3
38945107,2026-05-24,2026-06-24,1,3
38945107,2026-06-24,2026-07-24,1,1
38945107,2026-07-24,2026-08-24,1,4
37894230,2026-03-10,2026-04-10,1,2
37894230,2026-04-10,2026-05-10,1,3
37894230,2026-05-10,2026-06-10,1,2
32002430,2026-03-19,2026-04-19,1,4
32002430,2026-04-19,2026-05-19,1,3
32002430,2026-05-19,2026-06-19,1,4
32002430,2026-06-19,2026-07-19,1,2
32002430,2026-07-19,2026-08-19,1,4
38613614,2026-02-08,2026-03-08,1,4
38613614,2026-03-08,2026-04-08,1,4
38613614,2026-04-08,2026-05-08,1,2
38613614,2026-05-08,2026-06-08,1,2
38613614,2026-06-08,2026-07-08,1,3
38613614,2026-07-08,2026-08-08,1,3
35486313,2026-01-02,2026-02-02,1,2
35486313,2026-02-02,2026-03-02,1,2
35486313,2026-03-02,2026-04-02,1,4
35486313,2026-04-02,2026-05-02,1,4
35486313,2026-05-02,2026-06-02,1,3
35486313,2026-06-02,2026-07-02,1,4
35486313,2026-07-02,2026-08-02,1,4
35486313,2026-08-02,2026-09-02,1,2
48433018,2026-01-19,2026-02-19,1,2
48433018,2026-02-19,2026-03-19,1,4
48433018,2026-03-19,2026-04-19,1,3
48433018,2026-04-19,2026-05-19,1,1
37738658,2026-03-03,2026-04-03,1,2
37738658,2026-04-03,2026-05-03,1,3
37738658,2026-05-03,2026-06-03,1,2
37738658,2026-06-03,2026-07-03,1,4
37738658,2026-07-03,2026-08-03,1,1
37738658,2026-08-03,2026-09-03,1,3
44537089,2026-03-12,2026-04-12,1,4
44537089,2026-04-12,2026-05-12,1,2
44537089,2026-05-12,2026-06-12,1,2
44537089,2026-06-12,2026-07-12,1,2
44537089,2026-07-12,2026-08-12,1,2
47047754,2026-03-11,2026-04-11,3,3
47874930,2026-02-01,2026-03-01,1,2
47874930,2026-03-01,2026-04-01,1,2
47874930,2026-04-01,2026-05-01,1,3
47874930,2026-05-01,2026-06-01,1,3
47874930,2026-06-01,2026-07-01,1,2
47874930,2026-07-01,2026-08-01,1,1
47874930,2026-08-01,2026-09-01,1,2
34721320,2026-01-06,2026-02-06,1,2
34721320,2026-02-06,2026-03-06,1,4
34721320,2026-03-06,2026-04-06,1,2
34560532,2025-12-08,2026-01-08,3,3
34560532,2026-01-08,2026-02-08,3,3
34560532,2026-02-08,2026-03-08,3,2
42825142,2025-12-06,2026-01-06,1,3
42825142,2026-01-06,2026-02-06,1,2
39967915,2026-02-10,2026-03-10,3,3
39967915,2026-03-10,2026-04-10,3,3
39967915,2026-04-10,2026-05-10,3,3
39967915,2026-05-10,2026-06-10,3,3
39967915,2026-06-10,2026-07-10,3,4
39967915,2026-07-10,2026-08-10,3,2
45511257,2026-03-31,2026-04-30,1,4
45511257,2026-04-30,2026-05-30,1,4
45511257,2026-05-30,2026-06-30,1,4
45511257,2026-06-30,2026-07-30,1,4
45511257,2026-07-30,2026-08-30,1,4
38843621,2026-01-12,2026-02-12,1,3
38843621,2026-02-12,2026-03-12,1,3
38843621,2026-03-12,2026-04-12,1,2
38843621,2026-04-12,2026-05-12,1,2
38843621,2026-05-12,2026-06-12,1,2
38843621,2026-06-12,2026-07-12,1,1
38843621,2026-07-12,2026-08-12,1,2
41540353,2025-12-06,2026-01-06,3,2
41540353,2026-01-06,2026-02-06,3,2
41540353,2026-02-06,2026-03-06,3,2
41540353,2026-03-06,2026-04-06,3,4
41540353,2026-04-06,2026-05-06,3,2
41540353,2026-05-06,2026-06-06,3,4
41540353,2026-06-06,2026-07-06,3,2
45050220,2026-04-05,2026-05-05,2,2
45050220,2026-05-05,2026-06-05,2,2
45050220,2026-06-05,2026-07-05,2,4
45050220,2026-07-05,2026-08-05,2,4
45050220,2026-08-05,2026-09-05,2,3
34646179,2025-12-05,2026-01-05,1,3
34646179,2026-01-05,2026-02-05,1,2
34646179,2026-02-05,2026-03-05,1,4
34646179,2026-03-05,2026-04-05,1,1
34646179,2026-04-05,2026-05-05,1,2
34646179,2026-05-05,2026-06-05,1,4
34646179,2026-06-05,2026-07-05,1,3
34646179,2026-07-05,2026-08-05,1,4
34646179,2026-08-05,2026-09-05,1,4
38149866,2026-02-18,2026-03-18,2,2
38149866,2026-03-18,2026-04-18,2,2
38149866,2026-04-18,2026-05-18,2,2
38149866,2026-05-18,2026-06-18,2,2
38149866,2026-06-18,2026-07-18,2,3
38149866,2026-07-18,2026-08-18,2,2
32152774,2025-11-09,2025-12-09,1,3
32152774,2025-12-09,2026-01-09,1,3
32152774,2026-01-09,2026-02-09,1,2
32152774,2026-02-09,2026-03-09,1,3
32152774,2026-03-09,2026-04-09,1,3
32152774,2026-04-09,2026-05-09,1,3
32152774,2026-05-09,2026-06-09,1,2
32152774,2026-06-09,2026-07-09,1,3
32152774,2026-07-09,2026-08-09,1,2
45448675,2026-02-03,2026-03-03,3,2
45448675,2026-03-03,2026-04-03,3,4
45448675,2026-04-03,2026-05-03,3,3
45448675,2026-05-03,2026-06-03,3,3
45448675,2026-06-03,2026-07-03,3,1
45448675,2026-07-03,2026-08-03,3,1
45448675,2026-08-03,2026-09-03,3,2
46857212,2026-04-13,2026-05-13,3,2
46857212,2026-05-13,2026-06-13,3,2
46857212,2026-06-13,2026-07-13,3,1
46857212,2026-07-13,2026-08-13,3,2
30421801,2026-03-07,2026-04-07,3,2
30421801,2026-04-07,2026-05-07,3,3
30421801,2026-05-07,2026-06-07,3,3
30421801,2026-06-07,2026-07-07,3,3
30421801,2026-07-07,2026-08-07,3,3
30421801,2026-08-07,2026-09-07,3,1
33173964,2026-01-01,2026-02-01,3,4
33173964,2026-02-01,2026-03-01,3,3
32369639,2026-02-15,2026-03-15,1,2
32369639,2026-03-15,2026-04-15,1,2
32369639,2026-04-15,2026-05-15,1,4
32369639,2026-05-15,2026-06-15,1,2
32369639,2026-06-15,2026-07-15,1,2
32369639,2026-07-15,2026-08-15,1,1
36740026,2026-01-03,2026-02-03,1,3
36740026,2026-02-03,2026-03-03,1,3
36740026,2026-03-03,2026-04-03,1,2
36740026,2026-04-03,2026-05-03,1,3
36740026,2026-05-03,2026-06-03,1,3
36740026,2026-06-03,2026-07-03,1,4
36740026,2026-07-03,2026-08-03,1,2
36740026,2026-08-03,2026-09-03,1,3
41944063,2026-05-06,2026-06-06,1,4
41944063,2026-06-06,2026-07-06,1,1
41944063,2026-07-06,2026-08-06,1,2
41944063,2026-08-06,2026-09-06,1,3
